Message,Value
Im so tired and sick  i have to be better on Sunday so i can sing morning and night,0
I love the video for Da Funk by Daft Punk,1
 How lovely,1
Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,1
"happy mothers day mommy  i love you so much, dono what id do without you ??",1
Homework & Study Guides,0
grrr hate when i make careless mistakes on docs i give to my partner,-1
 At least he`s in breakthrough performance tho. I just wanted him nominated in his own category,0
The 3d version of Up sold out   regular version it is!,0
And it`s gone.,0
_RuGGeD_MaN hi vishal,0
FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,0
it`s friday but i have to work the weekend,0
"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",1
"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",1
"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",1
 she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,-1
 hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,1
Sorry. Just think - 2.5 hrs till 2 days off!,0
 I can`t. I`m on my iPod and it doesn`t have IM,-1
okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),1
grrrr youtube wont let me watch the  chat again,-1
 well that propels people to change direction. No point wasting your days on something you lost the passion for.,-1
"Hour fifteen drive. Just left, bored and ate half my food already",-1
contemplating getting my hair cut and having severe anxiety about it....,-1
"i am seriously........ addicted to talking to people haha. but i love it so i don`t care. and you can`t tell me otherwise, jerk.",0
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,-1
" sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",-1
i wish i could go to meet in the middle tomorrow.,1
 pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,1
"Lovin` , , & _Bailon SOOOO much right now!",0
bye LA... I already miss you,-1
 haha dork .. That sounds so yummy .. Share!,1
ahhh i think my legs are burnt  they hurt,-1
 it`s trashy and sensationalist...so yes,-1
 hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali`s da place 2 be,0
Happy Star Wars Day,1
 Thanks For The Follow.,1
 http://twitpic.com/3ernb - Loving The Jumper,1
Oh fml its probs gunna be at shepards bush  i hate it there,-1
" unfortunatly, just about to start making my way home  but via Singapore for a gig too, so fun ain`t over  just yet ;)",0
 i wish we had sun lollies for me to get addicted  what flavour?,1
"I`m such a saddo, haha. But that actually makes me really happy. Warrens dead though",0
 are you in need of another kiss attack??,0
" hehe, I can almost hear out of my right ear now  Can you yet?",1
NKU - I can get that app after all!,0
" saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",1
"_Mom Emailed you - it`ll be on the porch anytime. If you come tomorrow, we`ll have to miss you! Don`t worry about knocking!",0
Tweetioi in class is a real problem  =Taylor=,-1
 hey hunnie  how are u?? I miss talkin to u! Ty for the follow,0
I think i`m broke again.  :\,-1
http://twitpic.com/4jco5 - The Result of working the Green/Black fingers...,0
"maaaaan! I spent an hour on a project for work, only to have the computer bork and crash and lost it all",0
has made a decision and will stick to it although I`m really not sure it`s the right one,-1
Ahhhhh processing shipment  sooooooo much!!!!!,0
I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,-1
my poor baby girl is poorly  x,0
 Whooo Baby! Good luck,1
"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",1
"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",-1
Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.,-1
OMGod I`m soooo tired    I don`t think I have the energy to film today lol,-1
  is all mine  #twpp #shadez,0
Writing an essay in college writing  so boring,-1
Just heard good vibrations and i thought of Charlie dying on Lost,0
 I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',-1
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",1
 It`d be nice but soon we`ll have to Pay to Tweet,0
 how do you win the trip to america? please reply xo,0
 hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox,0
wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54,0
The sun is shining  Have a great day,1
Chaz`s Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,0
" Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",1
 Your sweetie is very lucky too!  #liberty,1
Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,-1
" go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways",0
Attempting to sleep. My puppy is sick already,-1
 i wanted to see that.  enjoy it!,1
hah.. finally got home...,0
is sick in the doctors waiting room,-1
Why did i drive and how did i make it? Ahh margaritas are the BEST!!,1
 omg wow  I hope everything is ok now,1
"lazy day, staying off the foot as much as possible.",0
#thingsmummysaid  You are the result of a broken condom.,-1
" oh okay cool, i love the fast and the furious can`t wait to see the new one",1
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",-1
YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,1
spending some quality time with my fender tele deluxe...true love,1
hmm icecream for breakfast  #springtime,0
Wishing I could have seen my nephew graduate from kindergarten!,-1
 i (L u so much  See u at school todaay!,1
Britain`s got Torture - Edelcries...,-1
  its suzi,0
 It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,1
"_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...",0
perkinz..  idk wat after dat tho. maybe sum ****. lol,0
  You`re silly.,-1
"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",-1
 Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,1
 YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,1
Hi .. I have the net YAYY.. Im here for a short time though,1
Loving the sunshine! Wish poor Richie would feel better,1
and we`re in,0
 heyy i have a sis of 1 year with 5 months and still she don t want to walk..,-1
"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",-1
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",-1
 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,0
"Uh, happy mother`s day mum.",1
"_bebop that`s lame, sorry",-1
 morning  how are you?,0
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,-1
 I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,1
" Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me 1.",1
 oh noes I missed you again.,-1
 i don`t have anything being fwd through to mobileme and the last week i`ve gotten at least 4 -5 spam messages a day,0
 ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,1
 Heard that your dad would be going here in September. Would you also come with him?,0
" I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",-1
 ???!  #MandarinMonday,0
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",-1
"Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol",0
 i`ll teleport it straight to you,0
59 may be my new FAV number!!!,1
"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",-1
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,-1
 cool np. It`s got me working on a series of designs.,1
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,-1
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,-1
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",-1
Oh it is so sunny.,-1
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,1
Sunburn is really bad now. Regretting sitting in the sun without suncream now,-1
I feel like I`m on alott of drugs,-1
 hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,0
" oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there",0
my throat hurts  gonna go read and go to bed. text mee!,-1
watching old skool fall out boy vids,0
 join the club.,0
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,1
 Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool,0
" Ohhh, i really want to see Coraline, it seems really good",1
why is it so **** cold ??!,-1
 FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,0
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,-1
 awee!,0
 You WILL be succesful  Love You!,1
yeaaaah tangerang in vacation,0
Yah me too,0
I lost 15 dollars. I always lose my money,0
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",-1
 but it is a good one,1
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,-1
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,1
"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!",0
Got approximately 3 hours of sleep last night....I love my life,1
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,-1
 we have mice in our attic who clog dance,0
i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:,0
 DUDE. same.  it hurts,-1
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,1
fall down,0
In Study Hall with Brittneyy!!,0
_flo well thats not nice... hope ur all good now,0
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,-1
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,1
 http://twitpic.com/4jguu - wow that is pretty  x,1
 that`s great! i was never so good at the jump roping...,0
 The cast of True Blood was there,0
 morning you,0
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,1
Working on something exciting... and I cannot tweet about it for several months,0
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",1
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,1
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,-1
 wat u doin my bad im mixin this song,-1
 can I help in any way?,1
Signing out for the night - have a good Sunday night all,1
 I just got two tickets one for speeding and one for tinted windows,0
@ Cleaning the house! going out at 3 to see a soccergame with friends,0
And thanks for the gorgeous flowers.,1
It`s good to be home,1
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,-1
i need to go out of office again.. i am melting..,0
Back home after a funeral for my wife`s grandfather today.  Now its time for homework,0
http://twitpic.com/4wtii - new hair going to greeattt use!,1
Test another update... sorry for bothering all of u guys,-1
Calling it a night .... talk to yall tomorrow,0
  that sucks,-1
Happy Mothers` Day to my mom and all the mothers in the world,1
i want to join drama practice today but i can`t,0
#3breakupwords you have changed,0
 oh ok  well im sendin lots of love ****,1
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",1
" i`ll get my size 40`s out now, straight to the post office  See you later, hun",0
 did she tell you why she hasnt? i miss my boge.,-1
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,1
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,1
ok      Love you girls. but work beckons.  Will come back later for #twpp,0
 ... sounds like Jeff has the best job in the world!,1
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,-1
someone doesn`t feel good...,-1
Good Morning people!!! Have a great day,1
 u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,0
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,-1
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",1
 in august with anberlin. they`re not headlining though  and yes there is a perth show,0
Got some new clothes  and series one of supernatural on dvd,0
 SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),0
I love Google`s Mothers day theme  http://tr.im/jtl8,1
_tha lol  congrats!,1
makin tea an its stressin me out,-1
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",1
 thats terrible  I enjoy being with you every minute!,0
 oh jealous. Though you`re missing the fried potato bread,-1
"  How vile are people, they have to remove things that have a value",-1
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,-1
@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,0
 guess I missed out on more than beer and a good time,-1
watching my favorite tv shows on HULU.com for free,1
So full from a great lunch and now stuck in traffic,0
" well, as i mother & grandma i am a bit in a kidding mode",1
very very bad headache that is getting worse by the minute not better.,-1
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,-1
 but but it was funny when I wrote it,1
 Thanks. Busy as **** is good in my book.,1
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,-1
 Thanks. Appreciate it.,1
Yay my ears match,1
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,-1
wonders if anyone would care if she died tomorrow,-1
 laundry instead of sitting here. that darn laundry keeps mocking me.,-1
Unstable broadband and electricity taking toll on my mental stability.,-1
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),1
nice weather..looks like its going to rain here in #Delhi.,1
My tweetdeck won`t pull up.,0
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,-1
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,-1
" i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",0
 Oooh you just spoiled my teenage fantasy,-1
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",1
Yay! I just fixed my blog`s CSS problem that messed up the design,0
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",-1
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,-1
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,0
I`ll be grand....,0
 I love my mom tooo,1
i had the best day ever! i missed him. more tomorrow too,1
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,1
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",0
 ahhh I`m drinking some too!! And bride wars is really good,1
 im missin out on all the fun aww  *cryin* lol,-1
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",1
" Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",0
COTTIN WITH EMILYYYYYYYY,0
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,-1
 I have popcorn and fruitcake now...but it`s just not the same as Chocolate,0
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,0
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,-1
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,-1
Going to get a pedicure and the to CPK for lunch,0
Why did everyone seem to leave me this weekend  ....sigh. In bed,-1
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,1
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",-1
At the bus stop there`s always a big pile of loogies. So. Gross.,1
 well keep me posted if it comes out fully thanks,1
happy Star Wars day,1
"Thanks all for coming out tonight, hope ya had fun!",1
 i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,0
things are looking better and better! i think i might be quite happy,1
Had fun at the Airshow with the boys today - exhausted,0
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,-1
one of my cat`s is sick,-1
"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",0
I can`t find my camera,-1
i think that i`m the only 1 on!!!,1
is feelin it,0
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",1
 rofl. room is too small to dance,0
@_mmmichelle you`re in france?!?! cheri!,0
 that made me cry  poor hollie ****,-1
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",0
really annoyed that work appear to have blocked facebook now...,-1
Mothers Day,0
_ PrintChick thx for sharen LUV IT,1
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),0
Ha! I think I really have lost it. Time to get ready for work.,-1
 hell yea its hot here  i miss cali,-1
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,1
 you writing fanfic? me read!,0
 I`m saving up for a three burner weber for next year,0
  Thanks Mr. DJ!,1
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,-1
" ohh sorry , thats someone else`s pic  my bad",-1
" *hugs* Oh gosh, I`m sorry",-1
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",1
 why do we need to wait another year for toy story 3?!,0
"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",0
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,1
Biggest food fight/mosh pit ever and i miss it from across the school,-1
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,-1
#3wordsaftersex it hurts now,-1
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",1
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,1
http://twitpic.com/4wi9p - playing with ethan. i love you baby,1
 how come? i want pizza,0
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,-1
"At every gas station, I look for postcards for   No luck.",-1
ya i walked into the wall thats why i have a plaster on my neck,0
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,1
"Guys will go see Constance 	 logically",0
did not sleep a wink last night  X,0
 // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,0
ahh! big scary bug flying around my room!!!!!,-1
"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",0
 Happy Anoop Day to you too Monica,1
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",-1
Happy Mothers May to my Mak   Love you always! XOXO.,1
 i found out that there`s sushi with fake crab meat and it`s not good for you,-1
is thinking about a career change,0
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",-1
 what sun?,0
   Well....hopefully someday soon you can get one!,1
Under sooooo much stress lately,-1
 me too. ****.,-1
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",0
"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",0
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,1
JT should just be a regular on SNL,0
 #twappy http://bit.ly/D9qVk,0
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,-1
not at all happy...dont know what the reason is,-1
"_fan76 ROFL!  THAT`S my problem, only two hands",-1
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",-1
" What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",0
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,-1
I know exactly where i should be,0
" I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",0
 thanks to follow. have a nice rest,1
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,1
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",-1
I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,0
i just saw a bird slowly die right next to me,-1
 hahahaha where is that train? I want on! That should be a wild ride,1
Love the family feud episode with the kardashians tonight,1
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,1
Hmmm. http://www.djhero.com/ is down,-1
lmao...ummmm nothing...,0
_90 haha agreed  LOL,1
 hello  I`m up late playing on the internet. I love you!,1
The music video I made for my  project for `This City is Contagious` by  is uploading to YouTube now.,0
Theyre sappin mah sentry! errr yea... i`m without power at home right now,0
crash in Qmbol,-1
 Perth Australia,0
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,1
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",-1
Tired.....but can`t go to bed yet.....,-1
" You`re a night owl, too, huh?",0
 haha no kidding... I listen to them all day long bud,1
"Going to group therapy session, can`t wait to spill my guts... Ha ha ha",0
" Eat it, it`s good for you",1
happy mothers day  esp to my mommy,1
 What phone do you have -- an old rotary?,0
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",-1
 im in schaumburg rite now ... and u want ice cream lol its type chilly outside lol i got ice cream here,0
i`m done.haha. HOUSE MD marathon ulet,1
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",-1
 got ya - that wouldn`t be so bad tho right?,-1
just finish clean up my computer/guest room`s cupboard! my stuffs,0
just watched slumdog millionaire  its soo goood i love it :] but its sad!,0
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",1
 .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!,0
wow its only 9:30,0
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",1
I hve a blister on my pinky nd it hurts soooo much!,-1
watching What Happens In Vegas!,0
"oh happy day!!! nice weather, smiling, happy baby and icecream later",1
headed to the beach with puppy maverick hugs and much aloha,1
i want to borrow an MX5 this weekend,0
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,1
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,-1
everything is spinning,0
_serafina85 Its headed this way,0
 the DS version sucks,-1
On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,0
 congratulations i am heart hacker not a computer hacker@,1
I am going to be sooooo busy today it`s not funny. i hate busy day`s,-1
 I still have an hour.,0
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,-1
" Ouch, give me a heads up so I`ll know when to duck",0
" the problem is, superstars always deliver huge files! too much energy pixels",-1
I just realised how much i love sundays,1
Wish my headache/almost migraine would go away!,0
Hairspray in hair + lighter&bong = new haircut,0
Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,0
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",1
"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",0
"a guy called me AD-HD kid earlier today, and that hurts",-1
im surfin..,0
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,1
insomniaa.  been trying to sleep for 2 hours . :|,0
HAPPY MOTHERS DAY MAMMA,1
_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,0
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,1
 Jealous I wanted see that film,-1
_HK very funny,1
 and its amazing  x,1
"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",0
Chatting with matt from mercy mercedes lol.,0
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,-1
 they do indeed  glad to hear everything is good with you. I`m great  life is good,1
Scramming a little early. Nibs sounds pathetic.,-1
I wash my dishes Like a boss!! LOL,0
"I wish I was out of school...But sadly, I still have like another month left.",0
 MAKE ME ONE! I`m still craving shrimp,0
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,1
is so sorry for letting her down,-1
 are you serious!? that bloooooows,-1
 Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,0
"DW, that was funny",1
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,1
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,-1
ooo my goddddd; vodafone trouble. no network,-1
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",1
 ur Mom just called. Guess NOT. C U @ 5,0
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),-1
i`m not feeling twitter at the moment,0
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",-1
_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,0
I hate when you cant sleep,-1
 Edgefest!  or maybe  since you`re driving...,0
" Here`s some healing/sleep energy, sweetie!",1
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,1
 Sorry bro  That`s rough.,-1
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,1
" GRR. we are only allowed gas grills where i live, it sucks.",-1
 Oh no....Sorry to hear that ....,-1
 That`s love.,1
" its definitely coming, hope ur ready!",1
i have so much homework  i think i am going to hide in a corner and cry.,-1
Sad that david is leaving tomoro. for a week.,-1
 a pleasure Bojan,1
Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85,0
" That sounds good, too!",1
_xo Today yeah,0
It would be that Dover race that they played on Classic.,0
Humidity is NOT my friend! Just ask my hair,-1
 I`m going to Vegas this summer,0
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,-1
Kicking like crazy.,0
 http://twitpic.com/5ut6j - Poor Thing,-1
"home, don`t feel like going to work tomorrow",-1
Day is going well so far. Meeting until 4 though.,1
 thank u sweetie! Can`t wait to set sail with u next week,1
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,1
the weather is good mmm what to do today??? shame working tomorrow,0
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",1
"finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",0
tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac,0
"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",0
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",-1
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,1
But why do I have to spend it in the office,0
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,1
" I can`t, I have an exam on wednesday",0
 today was my first day,0
"Need to get an adjustment, neck is all out of whack",0
Omg Cliff Richard songs in my mind? Just why  lol,0
" Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?",0
i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),0
Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,0
****`m transtelecom,0
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,1
Last time we`ll get tacos like this.,0
 have you seen the game on the website?! awesomness!!! go on msn!,1
 where?  U magazine?,0
